"Time,""bansos"""
2025-07-21,56
2025-07-22,93
2025-07-23,68
2025-07-24,65
2025-07-25,53
2025-07-26,49
2025-07-27,47
2025-07-28,57
2025-07-29,46
2025-07-30,0
2025-07-31,72
2025-08-01,50
2025-08-02,62
2025-08-03,61
2025-08-04,0
2025-08-05,0
2025-08-06,78
2025-08-07,0
2025-08-08,67
2025-08-09,58
2025-08-10,0
2025-08-11,0
2025-08-12,66
2025-08-13,50
2025-08-14,0
2025-08-15,0
2025-08-16,57
2025-08-17,0
2025-08-18,0
2025-08-19,57
2025-08-20,43
2025-08-21,65
2025-08-22,76
2025-08-23,60
2025-08-24,0
2025-08-25,0
2025-08-26,0
2025-08-27,0
2025-08-28,0
2025-08-29,43
2025-08-30,100
2025-08-31,76
2025-09-01,61
2025-09-02,47
2025-09-03,30
2025-09-04,53
2025-09-05,100
2025-09-06,65
2025-09-07,43
2025-09-08,48
2025-09-09,0
2025-09-10,55
2025-09-11,50
2025-09-12,50
2025-09-13,0
2025-09-14,31
2025-09-15,30
2025-09-16,30
2025-09-17,0
2025-09-18,43
2025-09-19,0
2025-09-20,0
2025-09-21,32
2025-09-22,0
2025-09-23,30
2025-09-24,50
2025-09-25,47
2025-09-26,0
2025-09-27,32
2025-09-28,0
2025-09-29,0
2025-09-30,0
2025-10-01,25
2025-10-02,0
2025-10-03,34
2025-10-04,22
2025-10-05,0
2025-10-06,21
2025-10-07,0
2025-10-08,20
2025-10-09,0
2025-10-10,0
2025-10-11,0
2025-10-12,0
2025-10-13,20
2025-10-14,0
2025-10-15,0
2025-10-16,0
2025-10-17,0
2025-10-18,23
2025-10-19,43
2025-10-20,75
2025-10-21,85
2025-10-22,0
2025-10-23,34
2025-10-24,32
2025-10-25,57
2025-10-26,40
2025-10-27,36
2025-10-28,43
2025-10-29,30
2025-10-30,39
2025-10-31,100
2025-11-01,51
2025-11-02,35
2025-11-03,32
2025-11-04,43
2025-11-05,33
2025-11-06,33
2025-11-07,23
2025-11-08,0
2025-11-09,29
2025-11-10,35
2025-11-11,0
2025-11-12,29
2025-11-13,0
2025-11-14,27
2025-11-15,35
2025-11-16,0
2025-11-17,0
2025-11-18,26
2025-11-19,21
2025-11-20,0
2025-11-21,33
2025-11-22,23
2025-11-23,0
2025-11-24,46
2025-11-25,57
2025-11-26,0
2025-11-27,0
2025-11-28,0
2025-11-29,0
2025-11-30,0
2025-12-01,0
2025-12-02,0
2025-12-03,0
2025-12-04,82
2025-12-05,0
2025-12-06,0
2025-12-07,0
2025-12-08,0
2025-12-09,67
2025-12-10,96
2025-12-11,0
2025-12-12,0
2025-12-13,0
2025-12-14,0
2025-12-15,0
2025-12-16,0
2025-12-17,56
2025-12-18,0
2025-12-19,0
2025-12-20,53
2025-12-21,65
2025-12-22,67
2025-12-23,46
2025-12-24,58
2025-12-25,0
2025-12-26,56
2025-12-27,0
2025-12-28,83
2025-12-29,73
2025-12-30,100
2025-12-31,73
2026-01-01,60
2026-01-02,60
2026-01-03,53
2026-01-04,54
2026-01-05,74
2026-01-06,64
2026-01-07,100
2026-01-08,62
2026-01-09,0
2026-01-10,0
2026-01-11,0
2026-01-12,54
2026-01-13,38
2026-01-14,36
2026-01-15,42
2026-01-16,0
2026-01-17,40
2026-01-18,78
2026-01-19,0
2026-01-20,0
2026-01-21,0
2026-01-22,0
2026-01-23,57
2026-01-24,0
2026-01-25,0
2026-01-26,41
2026-01-27,61
2026-01-28,0
2026-01-29,48
2026-01-30,42
2026-01-31,45
2026-02-01,0
2026-02-02,0
2026-02-03,31
2026-02-04,26
2026-02-05,100
2026-02-06,50
2026-02-07,63
2026-02-08,50
2026-02-09,57
2026-02-10,30
2026-02-11,39
2026-02-12,40
2026-02-13,95
2026-02-14,85
2026-02-15,55
2026-02-16,48
2026-02-17,45
2026-02-18,30
2026-02-19,37
2026-02-20,0
2026-02-21,32
2026-02-22,0
2026-02-23,28
2026-02-24,44
2026-02-25,42
2026-02-26,35
2026-02-27,0
2026-02-28,34
2026-03-01,0
2026-03-02,70
2026-03-03,71
2026-03-04,95
2026-03-05,0
2026-03-06,0
2026-03-07,65
2026-03-08,0
2026-03-09,87
2026-03-10,92
2026-03-11,100
2026-03-12,0
2026-03-13,96
2026-03-14,0
2026-03-15,0
2026-03-16,0
2026-03-17,0
2026-03-18,0
2026-03-19,0
2026-03-20,0
2026-03-21,0
2026-03-22,0
2026-03-23,0
2026-03-24,0
2026-03-25,66
2026-03-26,0
2026-03-27,0
2026-03-28,0
2026-03-29,0
2026-03-30,0
2026-03-31,74
2026-04-01,0
2026-04-02,37
2026-04-03,39
2026-04-04,54
2026-04-05,44
2026-04-06,54
2026-04-07,48
2026-04-08,61
2026-04-09,67
2026-04-10,77
2026-04-11,57
2026-04-12,81
2026-04-13,70
2026-04-14,72
2026-04-15,76
2026-04-16,87
2026-04-17,78
2026-04-18,93
2026-04-19,86
2026-04-20,79
2026-04-21,80
2026-04-22,100
2026-04-23,73
2026-04-24,68
2026-04-25,65
2026-04-26,58
2026-04-27,65
2026-04-28,40
2026-04-29,48
2026-04-30,64
2026-05-01,22
2026-05-02,28
2026-05-03,28
2026-05-04,56
2026-05-05,32
2026-05-06,50
2026-05-07,46
2026-05-08,47
2026-05-09,46
2026-05-10,32
2026-05-11,36
2026-05-12,36
2026-05-13,33
2026-05-14,27
2026-05-15,50
2026-05-16,30
2026-05-17,36
2026-05-18,24
2026-05-19,25
2026-05-20,22
2026-05-21,21
2026-05-22,26
2026-05-23,47
2026-05-24,100
2026-05-25,32
2026-05-26,21
2026-05-27,25
2026-05-28,30
2026-05-29,72
2026-05-30,29
2026-05-31,25
