"Time,""bansos"""
2025-01-01,79
2025-01-02,100
2025-01-03,78
2025-01-04,79
2025-01-05,60
2025-01-06,70
2025-01-07,56
2025-01-08,75
2025-01-09,60
2025-01-10,60
2025-01-11,51
2025-01-12,0
2025-01-13,51
2025-01-14,50
2025-01-15,73
2025-01-16,75
2025-01-17,45
2025-01-18,0
2025-01-19,0
2025-01-20,40
2025-01-21,49
2025-01-22,0
2025-01-23,57
2025-01-24,44
2025-01-25,61
2025-01-26,0
2025-01-27,0
2025-01-28,77
2025-01-29,47
2025-01-30,67
2025-01-31,45
2025-02-01,32
2025-02-02,31
2025-02-03,0
2025-02-04,36
2025-02-05,44
2025-02-06,37
2025-02-07,64
2025-02-08,39
2025-02-09,53
2025-02-10,66
2025-02-11,45
2025-02-12,74
2025-02-13,78
2025-02-14,99
2025-02-15,60
2025-02-16,70
2025-02-17,100
2025-02-18,61
2025-02-19,35
2025-02-20,36
2025-02-21,62
2025-02-22,35
2025-02-23,33
2025-02-24,35
2025-02-25,59
2025-02-26,41
2025-02-27,0
2025-02-28,0
2025-03-01,48
2025-03-02,0
2025-03-03,0
2025-03-04,48
2025-03-05,0
2025-03-06,0
2025-03-07,0
2025-03-08,0
2025-03-09,0
2025-03-10,53
2025-03-11,50
2025-03-12,61
2025-03-13,64
2025-03-14,67
2025-03-15,0
2025-03-16,47
2025-03-17,60
2025-03-18,0
2025-03-19,76
2025-03-20,49
2025-03-21,52
2025-03-22,100
2025-03-23,0
2025-03-24,53
2025-03-25,0
2025-03-26,0
2025-03-27,0
2025-03-28,97
2025-03-29,0
2025-03-30,0
2025-03-31,0
2025-04-01,0
2025-04-02,0
2025-04-03,0
2025-04-04,0
2025-04-05,0
2025-04-06,0
2025-04-07,0
2025-04-08,0
2025-04-09,0
2025-04-10,0
2025-04-11,0
2025-04-12,0
2025-04-13,0
2025-04-14,0
2025-04-15,0
2025-04-16,0
2025-04-17,0
2025-04-18,82
2025-04-19,100
2025-04-20,0
2025-04-21,0
2025-04-22,0
2025-04-23,0
2025-04-24,0
2025-04-25,94
2025-04-26,0
2025-04-27,0
2025-04-28,64
2025-04-29,74
2025-04-30,68
2025-05-01,0
2025-05-02,50
2025-05-03,78
2025-05-04,44
2025-05-05,64
2025-05-06,0
2025-05-07,51
2025-05-08,0
2025-05-09,39
2025-05-10,63
2025-05-11,31
2025-05-12,57
2025-05-13,38
2025-05-14,63
2025-05-15,34
2025-05-16,52
2025-05-17,40
2025-05-18,42
2025-05-19,35
2025-05-20,59
2025-05-21,68
2025-05-22,52
2025-05-23,41
2025-05-24,62
2025-05-25,0
2025-05-26,62
2025-05-27,99
2025-05-28,33
2025-05-29,100
2025-05-30,70
2025-05-31,68
2025-06-01,31
2025-06-02,37
2025-06-03,56
2025-06-04,55
2025-06-05,62
2025-06-06,23
2025-06-07,30
2025-06-08,32
2025-06-09,31
2025-06-10,43
2025-06-11,53
2025-06-12,100
2025-06-13,94
2025-06-14,58
2025-06-15,34
2025-06-16,47
2025-06-17,52
2025-06-18,34
2025-06-19,27
2025-06-20,29
2025-06-21,0
2025-06-22,30
2025-06-23,22
2025-06-24,36
2025-06-25,28
2025-06-26,46
2025-06-27,39
2025-06-28,36
2025-06-29,41
2025-06-30,51
2025-07-01,77
2025-07-02,86
2025-07-03,67
2025-07-04,67
2025-07-05,60
2025-07-06,58
2025-07-07,48
2025-07-08,47
2025-07-09,71
2025-07-10,51
2025-07-11,60
2025-07-12,84
2025-07-13,63
2025-07-14,87
2025-07-15,100
2025-07-16,76
2025-07-17,92
2025-07-18,70
2025-07-19,43
2025-07-20,0
